"","ridge_knockoffs","LASSO_knockoffs","AdaLASSO1","AdaLASSO2","AdaSLOPE","AdaBayesSLOPE"
"k=5",0.00714285714285714,0.0962878787878788,0.584898196953869,0.635758301407614,0.0513333333333333,NA
"k=20",0,0.114806737801305,0.500102913386137,0.534554600783848,0.0891924527097666,NA
"k=50",0.00852601516417306,0.0685013334372293,0.403302649238142,0.437527541861561,0.119821827182861,NA
