"","ridge_sure","ridge_cv","ols","mbic2"
"k=20",5.22509827968185,2.77817300747565,944.241837829643,6.98778262406593
"k=100",125.37017388118,92.2989428532401,960.607528217385,33.2710962970243
"k=200",503.846308216493,414.785709325101,950.218370170102,60.0683822886035
