"","ridge_sure","ridge_cv","ols","mbic2"
"k=20",2.55828927693487,1.33528996215985,947.147001469688,4.03230717564686
"k=100",62.0265349137586,41.8908656869861,955.385060132643,23.2949284162513
"k=200",246.677149422418,193.266290678165,949.880891456338,44.553156609983
