"","Bias_OLS","Bias_ridge","Variance_OLS","Variance_ridge","MSE_OLS","MSE_ridge","Power_OLS","Power_ridge","Mean_optimal_lambda"
"1",952.86031786564,215.657619560159,952.886996799057,54.1166095592865,10012.9496662228,172165.592898126,0.35775,0.42875,32.2984936679115
