"","Bias_OLS","Bias_ridge","Variance_OLS","Variance_ridge","MSE_OLS","MSE_ridge","Power_OLS","Power_ridge","Mean_optimal_lambda"
"1",950.368115896484,568.596659962651,950.297583384765,192.228387849872,49.5068865721894,723.669305877319,0.35635,0.6759,1.90895529086451
