"","Bias_OLS","Bias_ridge","Variance_OLS","Variance_ridge","MSE_OLS","MSE_ridge","Power_OLS","Power_ridge","Mean_optimal_lambda"
"1",90.3301934415068,1068.71085124946,19130.8854816571,255.3382093467,19221.2156750986,1324.04906059616,0.78585,0.915925,2.45623475504029
